0.482893 	 0.665239
0.163245 	 0.8564
0.0948192 	 0.602778
0.216031 	 0.568167
0.15347 	 0.86582
0.152493 	 0.86586
0.170088 	 0.840256
0.139785 	 0.851377
0.15738 	 0.864012
0.143695 	 0.858788
0.108504 	 0.705481
0.164223 	 0.854567
0.179863 	 0.804316
0.769306 	 0.550683
0.0811339 	 0.486461
0.163245 	 0.8564
0.499511 	 0.614983
0.1261 	 0.805484
0.159335 	 0.862124
0.13783 	 0.8467
0.192571 	 0.737263
0.134897 	 0.838487
0.127077 	 0.809753
0.13392 	 0.835433
0.148583 	 0.864367
0.152493 	 0.86586
0.139785 	 0.851377
0.0782014 	 0.460596
0.0977517 	 0.626213
0.120235 	 0.776871
0.129032 	 0.817847
0.127077 	 0.809753
0.154448 	 0.865615
0.154448 	 0.865615
0.177908 	 0.812662
0.136852 	 0.844121
0.150538 	 0.865444
0.127077 	 0.809753
0.167155 	 0.848115
0.162268 	 0.858073
0.107527 	 0.698767
0.142717 	 0.85718
0.770283 	 0.552074
0.13392 	 0.835433
0.211144 	 0.606946
0.104594 	 0.677998
0.14956 	 0.864989
0.142717 	 0.85718
0.124145 	 0.796512
0.14956 	 0.864989
0.396872 	 0.387781
0.171065 	 0.837329
0.138807 	 0.849119
0.129032 	 0.817847
0.138807 	 0.849119
0.381232 	 0.279699
0.217986 	 0.552304
0.1652 	 0.852574
0.171065 	 0.837329
0.152493 	 0.86586
0.186706 	 0.770846
0.445748 	 0.647703
0.134897 	 0.838487
0.151515 	 0.865735
0.116325 	 0.755065
0.148583 	 0.864367
0.760508 	 0.533549
0.154448 	 0.865615
0.184751 	 0.781063
0.186706 	 0.770846
0.106549 	 0.691947
0.138807 	 0.849119
0.138807 	 0.849119
0.427175 	 0.573218
0.129032 	 0.817847
0.142717 	 0.85718
0.138807 	 0.849119
0.212121 	 0.599303
0.124145 	 0.796512
0.396872 	 0.387781
0.499511 	 0.614983
0.183773 	 0.78598
0.14956 	 0.864989
0.15738 	 0.864012
0.142717 	 0.85718
0.124145 	 0.796512
0.14956 	 0.864989
0.129032 	 0.817847
0.150538 	 0.865444
0.131965 	 0.828859
0.127077 	 0.809753
0.461388 	 0.677662
0.233627 	 0.421459
0.155425 	 0.865245
0.121212 	 0.781989
0.14956 	 0.864989
0.162268 	 0.858073
0.16911 	 0.84303
0.171065 	 0.837329
0.0987292 	 0.633871
0.185728 	 0.776018
0.124145 	 0.796512
0.826979 	 0.458044
0.12219 	 0.786969
0.778104 	 0.55941
0.1261 	 0.805484
0.750733 	 0.505257
0.171065 	 0.837329
0.111437 	 0.724958
0.113392 	 0.737365
0.152493 	 0.86586
